model,domain,contrast_type,fixed_age,fixed_race,fixed_sex,profile_a,profile_b,jsd_point,jsd_bootstrap_mean,ci_lo,ci_hi,n_a,n_b,source_sha256_a,source_sha256_b
llama-4-maverick,mri,age_32_vs_65,,r,f,32rf,65rf,0.000000000000,0.000000000000,0.000000000000,0.000000000000,100,100,998c565797159e5732d627fc81b7f7df6a06e0255a625d98acd74769f7c73fb7,9e203ef73a887552e54c6f8bb0d4c4b10cb765652405ef98ab7ededfbce434a3
llama-4-maverick,xray,white_vs_Black,32,,m,32wm,32bm,0.000000000000,0.000000000000,0.000000000000,0.000000000000,100,100,a45248bfa4c3ff29addd952c2b05a21e23d9f73d2d84c1e964bff6a96add4de7,28a6296ac6f823ab29871493e36ffae72c09bab24101d522f8dc5457145fd0b8
llama-4-maverick,xray,white_vs_Black,32,,f,32wf,32bf,0.000000000000,0.000000000000,0.000000000000,0.000000000000,100,100,781cf7d226890785a3983d577f0450ed3871e4d85b40e9ddfacc352f59d848b3,5ec85ba75bceaaeb49eef96c06f1e5310b4aa0b8d7badb82f2a692f3b392166f
llama-4-maverick,xray,white_vs_Black,65,,m,65wm,65bm,0.000000000000,0.000000000000,0.000000000000,0.000000000000,100,100,81c029d727666d08c4fc439eee94f5796f1ed455a9c0862d6b9c238ba6721fc1,0dbeda34340eb9c8ad3409cf072f6566510b6235d3c9f40976964bac9135c10c
llama-4-maverick,xray,white_vs_Black,65,,f,65wf,65bf,0.000000000000,0.000000000000,0.000000000000,0.000000000000,100,100,4c267a019ae4dffb386631c54c0cf7521cfbb13458f7c6bb67199bda3b860b77,802f3304b6810075fb37cb60c5cf628a302f7154c27772256dbff8012d67ff1d
llama-4-maverick,xray,man_vs_woman,32,w,,32wm,32wf,0.000000000000,0.000000000000,0.000000000000,0.000000000000,100,100,a45248bfa4c3ff29addd952c2b05a21e23d9f73d2d84c1e964bff6a96add4de7,781cf7d226890785a3983d577f0450ed3871e4d85b40e9ddfacc352f59d848b3
llama-4-maverick,xray,man_vs_woman,32,b,,32bm,32bf,0.000000000000,0.000000000000,0.000000000000,0.000000000000,100,100,28a6296ac6f823ab29871493e36ffae72c09bab24101d522f8dc5457145fd0b8,5ec85ba75bceaaeb49eef96c06f1e5310b4aa0b8d7badb82f2a692f3b392166f
llama-4-maverick,xray,man_vs_woman,32,r,,32rm,32rf,0.000000000000,0.000000000000,0.000000000000,0.000000000000,100,100,b58890f871c16cde4d367f934d99bfcaebb45e48cc0dd08e26f4e6a7f644ec4e,e30a661323fb7db916b1f4daf8e28ef0651dbc6898ce95a6d279ec3afed08b39
llama-4-maverick,xray,man_vs_woman,65,w,,65wm,65wf,0.000000000000,0.000000000000,0.000000000000,0.000000000000,100,100,81c029d727666d08c4fc439eee94f5796f1ed455a9c0862d6b9c238ba6721fc1,4c267a019ae4dffb386631c54c0cf7521cfbb13458f7c6bb67199bda3b860b77
llama-4-maverick,xray,man_vs_woman,65,b,,65bm,65bf,0.000000000000,0.000000000000,0.000000000000,0.000000000000,100,100,0dbeda34340eb9c8ad3409cf072f6566510b6235d3c9f40976964bac9135c10c,802f3304b6810075fb37cb60c5cf628a302f7154c27772256dbff8012d67ff1d
llama-4-maverick,xray,man_vs_woman,65,r,,65rm,65rf,0.000000000000,0.000000000000,0.000000000000,0.000000000000,100,100,767b7bbb9bfbd8bcfe4b71b2e6847423f65309fbd3341b73afcea006e9b7f8b3,7ac6f9c29022259b2eee41dc36d6157f7655c8750445d9a752234a36c2798797
llama-4-maverick,xray,age_32_vs_65,,w,m,32wm,65wm,0.000000000000,0.000000000000,0.000000000000,0.000000000000,100,100,a45248bfa4c3ff29addd952c2b05a21e23d9f73d2d84c1e964bff6a96add4de7,81c029d727666d08c4fc439eee94f5796f1ed455a9c0862d6b9c238ba6721fc1
llama-4-maverick,xray,age_32_vs_65,,w,f,32wf,65wf,0.000000000000,0.000000000000,0.000000000000,0.000000000000,100,100,781cf7d226890785a3983d577f0450ed3871e4d85b40e9ddfacc352f59d848b3,4c267a019ae4dffb386631c54c0cf7521cfbb13458f7c6bb67199bda3b860b77
llama-4-maverick,xray,age_32_vs_65,,b,m,32bm,65bm,0.000000000000,0.000000000000,0.000000000000,0.000000000000,100,100,28a6296ac6f823ab29871493e36ffae72c09bab24101d522f8dc5457145fd0b8,0dbeda34340eb9c8ad3409cf072f6566510b6235d3c9f40976964bac9135c10c
llama-4-maverick,xray,age_32_vs_65,,b,f,32bf,65bf,0.000000000000,0.000000000000,0.000000000000,0.000000000000,100,100,5ec85ba75bceaaeb49eef96c06f1e5310b4aa0b8d7badb82f2a692f3b392166f,802f3304b6810075fb37cb60c5cf628a302f7154c27772256dbff8012d67ff1d
llama-4-maverick,xray,age_32_vs_65,,r,m,32rm,65rm,0.000000000000,0.000000000000,0.000000000000,0.000000000000,100,100,b58890f871c16cde4d367f934d99bfcaebb45e48cc0dd08e26f4e6a7f644ec4e,767b7bbb9bfbd8bcfe4b71b2e6847423f65309fbd3341b73afcea006e9b7f8b3
llama-4-maverick,xray,age_32_vs_65,,r,f,32rf,65rf,0.000000000000,0.000000000000,0.000000000000,0.000000000000,100,100,e30a661323fb7db916b1f4daf8e28ef0651dbc6898ce95a6d279ec3afed08b39,7ac6f9c29022259b2eee41dc36d6157f7655c8750445d9a752234a36c2798797
medgemma-4b-it,derm,white_vs_Black,32,,m,32wm,32bm,0.000000000000,0.004290332619,0.000000000000,0.015164781184,100,100,8aaa6cafd1e7cdf2a745ab684a76d9bc4d4f0443f0b6685d9af55c259b1531d1,c89afc41f598c38951f37c28c4aa37c9d3faefaffddc819d3fbd5ec0193dbbca
medgemma-4b-it,derm,white_vs_Black,32,,f,32wf,32bf,0.000000000000,0.004104920251,0.000000000000,0.015164781184,100,100,0348bc26da3c75af208687df190f8345a8a37ce31318e907a8e3678e216f21c4,54222665f2b663a4931e77ffda0f5e0ea96646128c2ab70428983c39b26c15a4
medgemma-4b-it,derm,white_vs_Black,65,,m,65wm,65bm,0.000000000000,0.003934055236,0.000000000000,0.015164781184,100,100,038aa2837afe63cbcda78f0f4e18e6512089b9f5e406cc0973dc7dcc12027a88,5bf95d11bb1eec454324bd59404201ee95ecc100b9d37ac738fea75ccb3db449
medgemma-4b-it,derm,white_vs_Black,65,,f,65wf,65bf,0.000000000000,0.004242602791,0.000000000000,0.015164781184,100,100,db1cc420d4cc169f2ae519c45476d39af364784878d707b00e12204afa7a8720,5755901c53ec1c2b40c992606c954cc4b5d70feacd7f621228b4c6337f8ca06c
medgemma-4b-it,derm,man_vs_woman,32,w,,32wm,32wf,0.000000000000,0.004089534223,0.000000000000,0.015164781184,100,100,8aaa6cafd1e7cdf2a745ab684a76d9bc4d4f0443f0b6685d9af55c259b1531d1,0348bc26da3c75af208687df190f8345a8a37ce31318e907a8e3678e216f21c4
medgemma-4b-it,derm,man_vs_woman,32,b,,32bm,32bf,0.000000000000,0.004169205359,0.000000000000,0.015164781184,100,100,c89afc41f598c38951f37c28c4aa37c9d3faefaffddc819d3fbd5ec0193dbbca,54222665f2b663a4931e77ffda0f5e0ea96646128c2ab70428983c39b26c15a4
medgemma-4b-it,derm,man_vs_woman,32,r,,32rm,32rf,0.000000000000,0.004084354849,0.000000000000,0.015164781184,100,100,2da21117bb226f8d0f4620b7ac8f6b45192d6e0c6280a3342e8b5e064bb31f21,716352c1e2b2c3be5944b6732da786c399ec3d0e67ed7f388f38fdd7de6483a8
medgemma-4b-it,derm,man_vs_woman,65,w,,65wm,65wf,0.000000000000,0.004208744496,0.000000000000,0.015164781184,100,100,038aa2837afe63cbcda78f0f4e18e6512089b9f5e406cc0973dc7dcc12027a88,db1cc420d4cc169f2ae519c45476d39af364784878d707b00e12204afa7a8720
medgemma-4b-it,derm,man_vs_woman,65,b,,65bm,65bf,0.000000000000,0.004568389748,0.000000000000,0.015164781184,100,100,5bf95d11bb1eec454324bd59404201ee95ecc100b9d37ac738fea75ccb3db449,5755901c53ec1c2b40c992606c954cc4b5d70feacd7f621228b4c6337f8ca06c
medgemma-4b-it,derm,man_vs_woman,65,r,,65rm,65rf,0.000000000000,0.004074216902,0.000000000000,0.015164781184,100,100,3c7363c919b9f514a7de8911a5940b0859f86676300a7436a7e105b8813d00a5,c435a9ec6a94ec19d79a7a85a9cfc6de3bd92ffdbcb67a5c71414774f7449be2
medgemma-4b-it,derm,age_32_vs_65,,w,m,32wm,65wm,0.000000000000,0.004016999749,0.000000000000,0.015164781184,100,100,8aaa6cafd1e7cdf2a745ab684a76d9bc4d4f0443f0b6685d9af55c259b1531d1,038aa2837afe63cbcda78f0f4e18e6512089b9f5e406cc0973dc7dcc12027a88
medgemma-4b-it,derm,age_32_vs_65,,w,f,32wf,65wf,0.000000000000,0.004370188414,0.000000000000,0.015164781184,100,100,0348bc26da3c75af208687df190f8345a8a37ce31318e907a8e3678e216f21c4,db1cc420d4cc169f2ae519c45476d39af364784878d707b00e12204afa7a8720
medgemma-4b-it,derm,age_32_vs_65,,b,m,32bm,65bm,0.000000000000,0.003918399258,0.000000000000,0.015164781184,100,100,c89afc41f598c38951f37c28c4aa37c9d3faefaffddc819d3fbd5ec0193dbbca,5bf95d11bb1eec454324bd59404201ee95ecc100b9d37ac738fea75ccb3db449
medgemma-4b-it,derm,age_32_vs_65,,b,f,32bf,65bf,0.000000000000,0.004182242519,0.000000000000,0.015164781184,100,100,54222665f2b663a4931e77ffda0f5e0ea96646128c2ab70428983c39b26c15a4,5755901c53ec1c2b40c992606c954cc4b5d70feacd7f621228b4c6337f8ca06c
medgemma-4b-it,derm,age_32_vs_65,,r,m,32rm,65rm,0.000000000000,0.004288337707,0.000000000000,0.015164781184,100,100,2da21117bb226f8d0f4620b7ac8f6b45192d6e0c6280a3342e8b5e064bb31f21,3c7363c919b9f514a7de8911a5940b0859f86676300a7436a7e105b8813d00a5
medgemma-4b-it,derm,age_32_vs_65,,r,f,32rf,65rf,0.000000000000,0.004164946149,0.000000000000,0.015164781184,100,100,716352c1e2b2c3be5944b6732da786c399ec3d0e67ed7f388f38fdd7de6483a8,c435a9ec6a94ec19d79a7a85a9cfc6de3bd92ffdbcb67a5c71414774f7449be2
medgemma-4b-it,mri,white_vs_Black,32,,m,32wm,32bm,0.000744731310,0.005066741505,0.000000000000,0.025462452939,100,100,2b7ac5be62b7b2044edbfa86aab54fc4cb4ad08157caf910408132ae885cfa44,e4fdb0f66fd21fb21e97c31063ae1deedefb6e4dffe7bc4afd1b9776db23575d
medgemma-4b-it,mri,white_vs_Black,32,,f,32wf,32bf,0.000535703082,0.004656108090,0.000000000000,0.023333460438,100,100,97059030d95ec7a25da3c514e26d80ffce4972103dead631bbda5bee091e89a3,27d1fb5d1fa093fb023a14cd38e62480e5ee62c8d07725dca4900c45c80df4d3
medgemma-4b-it,mri,white_vs_Black,65,,m,65wm,65bm,0.015019287459,0.018806947681,0.001888547143,0.041006505319,100,100,a412feef2c7f9883cbcb81cc629627d35665897c8c2318872f7e6653a15e02b3,34c4be15fa39ff84f979641a4489dc9a497dabdc02bf48f372fdf5bbb9ea342f
medgemma-4b-it,mri,white_vs_Black,65,,f,65wf,65bf,0.006573609905,0.019716611492,0.002525947010,0.046266455472,100,100,4c60eee98e5f7fcb6d884e07ae7a6944498203efca0381b544ddc203a7d4cea9,110eb3c9de3c25b629f30e110b66cabb89bc5046a709a19a94b6c018f19aebe8
medgemma-4b-it,mri,man_vs_woman,32,w,,32wm,32wf,0.000744731310,0.004986607322,0.000000000000,0.025462452939,100,100,2b7ac5be62b7b2044edbfa86aab54fc4cb4ad08157caf910408132ae885cfa44,97059030d95ec7a25da3c514e26d80ffce4972103dead631bbda5bee091e89a3
medgemma-4b-it,mri,man_vs_woman,32,b,,32bm,32bf,0.000535703082,0.004830677355,0.000000000000,0.025462452939,100,100,e4fdb0f66fd21fb21e97c31063ae1deedefb6e4dffe7bc4afd1b9776db23575d,27d1fb5d1fa093fb023a14cd38e62480e5ee62c8d07725dca4900c45c80df4d3
medgemma-4b-it,mri,man_vs_woman,32,r,,32rm,32rf,0.000744731310,0.005043933915,0.000000000000,0.023278870887,100,100,6892a07582749a54d21e50ab0d96d7648ca011ff56a6c4859afd2b34ee10d79c,c8a092a2ca4325de1219ec90048c3668dbd9170e1a979b07cea8670ff0cbad70
medgemma-4b-it,mri,man_vs_woman,65,w,,65wm,65wf,0.005406747252,0.013222642330,0.000537153705,0.035011046299,100,100,a412feef2c7f9883cbcb81cc629627d35665897c8c2318872f7e6653a15e02b3,4c60eee98e5f7fcb6d884e07ae7a6944498203efca0381b544ddc203a7d4cea9
medgemma-4b-it,mri,man_vs_woman,65,b,,65bm,65bf,0.010077565744,0.018386268377,0.001553283607,0.039866047773,100,100,34c4be15fa39ff84f979641a4489dc9a497dabdc02bf48f372fdf5bbb9ea342f,110eb3c9de3c25b629f30e110b66cabb89bc5046a709a19a94b6c018f19aebe8
medgemma-4b-it,mri,man_vs_woman,65,r,,65rm,65rf,0.015175470601,0.018575182010,0.002525492019,0.041212635448,100,100,0a942e1e1e9c04b88db2bff2c6184494e8d92fce0c35b165f05923f78a471a6c,6989c887d84c22553ecbee34f04e51a20e324a5f06e03e24f920901860b39708
medgemma-4b-it,mri,age_32_vs_65,,w,m,32wm,65wm,0.015262920108,0.019307387974,0.000744731310,0.046530125404,100,100,2b7ac5be62b7b2044edbfa86aab54fc4cb4ad08157caf910408132ae885cfa44,a412feef2c7f9883cbcb81cc629627d35665897c8c2318872f7e6653a15e02b3
medgemma-4b-it,mri,age_32_vs_65,,w,f,32wf,65wf,0.019367456642,0.023673088586,0.005018687843,0.054853325109,100,100,97059030d95ec7a25da3c514e26d80ffce4972103dead631bbda5bee091e89a3,4c60eee98e5f7fcb6d884e07ae7a6944498203efca0381b544ddc203a7d4cea9
medgemma-4b-it,mri,age_32_vs_65,,b,m,32bm,65bm,0.006992597858,0.011203993998,0.000000000000,0.035926845074,100,100,e4fdb0f66fd21fb21e97c31063ae1deedefb6e4dffe7bc4afd1b9776db23575d,34c4be15fa39ff84f979641a4489dc9a497dabdc02bf48f372fdf5bbb9ea342f
medgemma-4b-it,mri,age_32_vs_65,,b,f,32bf,65bf,0.015708556863,0.018864458855,0.001897781609,0.041202800029,100,100,27d1fb5d1fa093fb023a14cd38e62480e5ee62c8d07725dca4900c45c80df4d3,110eb3c9de3c25b629f30e110b66cabb89bc5046a709a19a94b6c018f19aebe8
medgemma-4b-it,mri,age_32_vs_65,,r,m,32rm,65rm,0.007849458234,0.011740564481,0.000000000000,0.041220136319,100,100,6892a07582749a54d21e50ab0d96d7648ca011ff56a6c4859afd2b34ee10d79c,0a942e1e1e9c04b88db2bff2c6184494e8d92fce0c35b165f05923f78a471a6c
medgemma-4b-it,mri,age_32_vs_65,,r,f,32rf,65rf,0.019367456642,0.022921298820,0.003148759234,0.054125186203,100,100,c8a092a2ca4325de1219ec90048c3668dbd9170e1a979b07cea8670ff0cbad70,6989c887d84c22553ecbee34f04e51a20e324a5f06e03e24f920901860b39708
medgemma-4b-it,xray,white_vs_Black,32,,m,32wm,32bm,0.001359175920,0.009442316491,0.000131028335,0.029891061813,100,100,df637376d6bcb026ecd407eab73823e76c9470b52b5ed3610495276aa43b4ec0,870324a7f4388e442f7917afef5583e29b50100488291a28f351b6d6074c4f0f
medgemma-4b-it,xray,white_vs_Black,32,,f,32wf,32bf,0.004909486725,0.012934319132,0.000421061084,0.039797894126,100,100,9b7a94f7472a2753c255b48595ccedfd53f56fa24a9f71f878102a47efd128d1,e0c634462136e09d9f9dfb86aeb39f8dc0b9a483af8d08745c2cb2a256545172
medgemma-4b-it,xray,white_vs_Black,65,,m,65wm,65bm,0.002273776060,0.010016252909,0.000473456897,0.034395938719,100,100,698f170d6d1bd2bf4e2a9f2b5d6967c2e60e44c7902b5a1be5bf33b4de545135,9a362b6107135bd58e0b5d6d0a3035f3334f491aa6b25bb332aa127f3dbdd225
medgemma-4b-it,xray,white_vs_Black,65,,f,65wf,65bf,0.023044767716,0.030033174116,0.004956315349,0.069074187558,100,100,2fc6d3260e59bc01a133f4a6fc579e9fa88e25862f61e5b5806938b523914845,8390c63fe6012f8685ecd3514defe1f3a07591a0dd32c18b66d67f29c7eb43d1
medgemma-4b-it,xray,man_vs_woman,32,w,,32wm,32wf,0.011859797961,0.019952853525,0.000536401050,0.055169930787,100,100,df637376d6bcb026ecd407eab73823e76c9470b52b5ed3610495276aa43b4ec0,9b7a94f7472a2753c255b48595ccedfd53f56fa24a9f71f878102a47efd128d1
medgemma-4b-it,xray,man_vs_woman,32,b,,32bm,32bf,0.003467962760,0.011938156944,0.000154705584,0.038253130490,100,100,870324a7f4388e442f7917afef5583e29b50100488291a28f351b6d6074c4f0f,e0c634462136e09d9f9dfb86aeb39f8dc0b9a483af8d08745c2cb2a256545172
medgemma-4b-it,xray,man_vs_woman,32,r,,32rm,32rf,0.007409733861,0.015367210331,0.000598755900,0.038577492817,100,100,a9510c78807b093bba464fe1b082146d7bce9f4e15f65037da3c1013836a4e1b,e998c9db85b2e4fd0aa5b19867d124058d7cd8e1f27f0fd2de3bf675a1308d5b
medgemma-4b-it,xray,man_vs_woman,65,w,,65wm,65wf,0.012775269840,0.020651643705,0.001248246523,0.054692648488,100,100,698f170d6d1bd2bf4e2a9f2b5d6967c2e60e44c7902b5a1be5bf33b4de545135,2fc6d3260e59bc01a133f4a6fc579e9fa88e25862f61e5b5806938b523914845
medgemma-4b-it,xray,man_vs_woman,65,b,,65bm,65bf,0.000146797162,0.007851532536,0.000155210791,0.029837678965,100,100,9a362b6107135bd58e0b5d6d0a3035f3334f491aa6b25bb332aa127f3dbdd225,8390c63fe6012f8685ecd3514defe1f3a07591a0dd32c18b66d67f29c7eb43d1
medgemma-4b-it,xray,man_vs_woman,65,r,,65rm,65rf,0.000990553657,0.008374013547,0.000137821943,0.031697676510,100,100,822cb30b9c5898a83e211ae857dbababbd5f58530adaa05bc46836cd0e0276c5,1e0443522a5b9fcd56c9f2f22e85a0c8bf495a7262b0c010cd051f34687b769f
medgemma-4b-it,xray,age_32_vs_65,,w,m,32wm,65wm,0.005369754512,0.013329013102,0.000489512294,0.039544905875,100,100,df637376d6bcb026ecd407eab73823e76c9470b52b5ed3610495276aa43b4ec0,698f170d6d1bd2bf4e2a9f2b5d6967c2e60e44c7902b5a1be5bf33b4de545135
medgemma-4b-it,xray,age_32_vs_65,,w,f,32wf,65wf,0.006520010490,0.015307036496,0.001248961288,0.038478347045,100,100,9b7a94f7472a2753c255b48595ccedfd53f56fa24a9f71f878102a47efd128d1,2fc6d3260e59bc01a133f4a6fc579e9fa88e25862f61e5b5806938b523914845
medgemma-4b-it,xray,age_32_vs_65,,b,m,32bm,65bm,0.005853026423,0.014201387720,0.000515598409,0.044105450815,100,100,870324a7f4388e442f7917afef5583e29b50100488291a28f351b6d6074c4f0f,9a362b6107135bd58e0b5d6d0a3035f3334f491aa6b25bb332aa127f3dbdd225
medgemma-4b-it,xray,age_32_vs_65,,b,f,32bf,65bf,0.006621277015,0.014484657163,0.000590963824,0.045046847694,100,100,e0c634462136e09d9f9dfb86aeb39f8dc0b9a483af8d08745c2cb2a256545172,8390c63fe6012f8685ecd3514defe1f3a07591a0dd32c18b66d67f29c7eb43d1
medgemma-4b-it,xray,age_32_vs_65,,r,m,32rm,65rm,0.009424729953,0.017198207486,0.001326596047,0.046205345046,100,100,a9510c78807b093bba464fe1b082146d7bce9f4e15f65037da3c1013836a4e1b,822cb30b9c5898a83e211ae857dbababbd5f58530adaa05bc46836cd0e0276c5
medgemma-4b-it,xray,age_32_vs_65,,r,f,32rf,65rf,0.003458542326,0.011249425882,0.000423972676,0.040660791933,100,100,e998c9db85b2e4fd0aa5b19867d124058d7cd8e1f27f0fd2de3bf675a1308d5b,1e0443522a5b9fcd56c9f2f22e85a0c8bf495a7262b0c010cd051f34687b769f
qwen3-vl-32b-instruct,derm,white_vs_Black,32,,m,32wm,32bm,0.000000000000,0.000000000000,0.000000000000,0.000000000000,100,100,2f2f8637cb52cfbbce20b203ff8ef12e3f6b989dca9145af465f0d5231bb13bd,bf14057c6005a3938a2ebbb514779186f6a7d31b57169066efea3f99731ad211
qwen3-vl-32b-instruct,derm,white_vs_Black,32,,f,32wf,32bf,0.000000000000,0.000000000000,0.000000000000,0.000000000000,100,100,73720bd57668ee29e15043ca613ca33d921db2bfedbad3c0904a8b449c1a2f8e,172ad1c93773149014106e1afeda7392ec3b122b83f9022766f2510eb41b6096
qwen3-vl-32b-instruct,derm,white_vs_Black,65,,m,65wm,65bm,0.000000000000,0.000000000000,0.000000000000,0.000000000000,100,100,fd0c1a87af140babc452c08e7fa4663123106905e094b7518ff08fb1c7f4897f,5cfa17835a4e13583f95a3ee2181211c49b002521a1252c68f74ccb6ba49f0c8
qwen3-vl-32b-instruct,derm,white_vs_Black,65,,f,65wf,65bf,0.000000000000,0.000000000000,0.000000000000,0.000000000000,100,100,b725ad53201d06ff62fe59f3efb70539e76c3c9f8fcd94f76edd6906b3f4682b,8ae282df37711366703c8045f20054ad894b3c474ea21f4a2a037537fcce0608
qwen3-vl-32b-instruct,derm,man_vs_woman,32,w,,32wm,32wf,0.000000000000,0.000000000000,0.000000000000,0.000000000000,100,100,2f2f8637cb52cfbbce20b203ff8ef12e3f6b989dca9145af465f0d5231bb13bd,73720bd57668ee29e15043ca613ca33d921db2bfedbad3c0904a8b449c1a2f8e
qwen3-vl-32b-instruct,derm,man_vs_woman,32,b,,32bm,32bf,0.000000000000,0.000000000000,0.000000000000,0.000000000000,100,100,bf14057c6005a3938a2ebbb514779186f6a7d31b57169066efea3f99731ad211,172ad1c93773149014106e1afeda7392ec3b122b83f9022766f2510eb41b6096
qwen3-vl-32b-instruct,derm,man_vs_woman,32,r,,32rm,32rf,0.000000000000,0.000000000000,0.000000000000,0.000000000000,100,100,9fe017cca8f7d1de8a0ad4adf68ea72590fc4050965e6d67c488729ee8ba73cc,26b1dff6329583b69fd3e572f605dfbd297fb30fc34a77552d70d589f046f3f4
qwen3-vl-32b-instruct,derm,man_vs_woman,65,w,,65wm,65wf,0.000000000000,0.000000000000,0.000000000000,0.000000000000,100,100,fd0c1a87af140babc452c08e7fa4663123106905e094b7518ff08fb1c7f4897f,b725ad53201d06ff62fe59f3efb70539e76c3c9f8fcd94f76edd6906b3f4682b
qwen3-vl-32b-instruct,derm,man_vs_woman,65,b,,65bm,65bf,0.000000000000,0.000000000000,0.000000000000,0.000000000000,100,100,5cfa17835a4e13583f95a3ee2181211c49b002521a1252c68f74ccb6ba49f0c8,8ae282df37711366703c8045f20054ad894b3c474ea21f4a2a037537fcce0608
qwen3-vl-32b-instruct,derm,man_vs_woman,65,r,,65rm,65rf,0.000000000000,0.000000000000,0.000000000000,0.000000000000,100,100,b329bbf283103693f68f6fcef11fbcfb3d3ead73fe0cf72f946e1920d097217b,f78978fa3f18c94694b52ee975771676f8eafe8330119253eef74c89ab15e318
qwen3-vl-32b-instruct,derm,age_32_vs_65,,w,m,32wm,65wm,0.000000000000,0.000000000000,0.000000000000,0.000000000000,100,100,2f2f8637cb52cfbbce20b203ff8ef12e3f6b989dca9145af465f0d5231bb13bd,fd0c1a87af140babc452c08e7fa4663123106905e094b7518ff08fb1c7f4897f
qwen3-vl-32b-instruct,derm,age_32_vs_65,,w,f,32wf,65wf,0.000000000000,0.000000000000,0.000000000000,0.000000000000,100,100,73720bd57668ee29e15043ca613ca33d921db2bfedbad3c0904a8b449c1a2f8e,b725ad53201d06ff62fe59f3efb70539e76c3c9f8fcd94f76edd6906b3f4682b
qwen3-vl-32b-instruct,derm,age_32_vs_65,,b,m,32bm,65bm,0.000000000000,0.000000000000,0.000000000000,0.000000000000,100,100,bf14057c6005a3938a2ebbb514779186f6a7d31b57169066efea3f99731ad211,5cfa17835a4e13583f95a3ee2181211c49b002521a1252c68f74ccb6ba49f0c8
qwen3-vl-32b-instruct,derm,age_32_vs_65,,b,f,32bf,65bf,0.000000000000,0.000000000000,0.000000000000,0.000000000000,100,100,172ad1c93773149014106e1afeda7392ec3b122b83f9022766f2510eb41b6096,8ae282df37711366703c8045f20054ad894b3c474ea21f4a2a037537fcce0608
qwen3-vl-32b-instruct,derm,age_32_vs_65,,r,m,32rm,65rm,0.000000000000,0.000000000000,0.000000000000,0.000000000000,100,100,9fe017cca8f7d1de8a0ad4adf68ea72590fc4050965e6d67c488729ee8ba73cc,b329bbf283103693f68f6fcef11fbcfb3d3ead73fe0cf72f946e1920d097217b
qwen3-vl-32b-instruct,derm,age_32_vs_65,,r,f,32rf,65rf,0.000000000000,0.000000000000,0.000000000000,0.000000000000,100,100,26b1dff6329583b69fd3e572f605dfbd297fb30fc34a77552d70d589f046f3f4,f78978fa3f18c94694b52ee975771676f8eafe8330119253eef74c89ab15e318
qwen3-vl-32b-instruct,mri,white_vs_Black,32,,m,32wm,32bm,0.000000000000,0.000000000000,0.000000000000,0.000000000000,100,100,7982d3177460f5f28c4cee6104ae80d3ade20ce43551cdf614b909e47bbc77c2,c8a003fdb6003dcdc67e400d396ce5b9825a4e5fb88b75d0077cd77f78f23ff7
qwen3-vl-32b-instruct,mri,white_vs_Black,32,,f,32wf,32bf,0.000000000000,0.000000000000,0.000000000000,0.000000000000,100,100,c8c9234e97c03c6ca3575eda9ca88fd35080da6a77de95d82dac0a2e4261a81a,70bcd3d3cbd7ba26fe07c1dc86648094f9d6d62f91beeb37d4d13e45677fe4d9
qwen3-vl-32b-instruct,mri,white_vs_Black,65,,m,65wm,65bm,0.000000000000,0.000000000000,0.000000000000,0.000000000000,100,100,b9beff1610d0f460300ccfa699a88e7a69ea1a963a76c50f568c70cd74bb2d74,4b15e16b6a76a9236b308cdce3b4aa8323086f6c2ae601e66406941ea330fbf9
qwen3-vl-32b-instruct,mri,white_vs_Black,65,,f,65wf,65bf,0.000000000000,0.000000000000,0.000000000000,0.000000000000,100,100,ad4080441dd3f342bee7e83596b70117da12afb272ae9401da37bc3af91231e1,18f9e059a9deb5a83bfe8b5ddd28548aedcdd3d8381c66d6a1b55e86ff82d854
qwen3-vl-32b-instruct,mri,man_vs_woman,32,w,,32wm,32wf,0.000000000000,0.000000000000,0.000000000000,0.000000000000,100,100,7982d3177460f5f28c4cee6104ae80d3ade20ce43551cdf614b909e47bbc77c2,c8c9234e97c03c6ca3575eda9ca88fd35080da6a77de95d82dac0a2e4261a81a
qwen3-vl-32b-instruct,mri,man_vs_woman,32,b,,32bm,32bf,0.000000000000,0.000000000000,0.000000000000,0.000000000000,100,100,c8a003fdb6003dcdc67e400d396ce5b9825a4e5fb88b75d0077cd77f78f23ff7,70bcd3d3cbd7ba26fe07c1dc86648094f9d6d62f91beeb37d4d13e45677fe4d9
qwen3-vl-32b-instruct,mri,man_vs_woman,32,r,,32rm,32rf,0.000000000000,0.000000000000,0.000000000000,0.000000000000,100,100,63c215a14cf5422db4f5126db094ce18793ca25942f1886544e450996d124bd5,e130169b217e6be919923ebd23c0243b55f70180113d9bbacf29d5b4d623f1a4
qwen3-vl-32b-instruct,mri,man_vs_woman,65,w,,65wm,65wf,0.000000000000,0.000000000000,0.000000000000,0.000000000000,100,100,b9beff1610d0f460300ccfa699a88e7a69ea1a963a76c50f568c70cd74bb2d74,ad4080441dd3f342bee7e83596b70117da12afb272ae9401da37bc3af91231e1
qwen3-vl-32b-instruct,mri,man_vs_woman,65,b,,65bm,65bf,0.000000000000,0.000000000000,0.000000000000,0.000000000000,100,100,4b15e16b6a76a9236b308cdce3b4aa8323086f6c2ae601e66406941ea330fbf9,18f9e059a9deb5a83bfe8b5ddd28548aedcdd3d8381c66d6a1b55e86ff82d854
