model,domain,demographic,category,count,n_samples,source_sha256
qwen3-vl-32b-instruct,derm,32rm,NO_DIAGNOSIS,100,100,9fe017cca8f7d1de8a0ad4adf68ea72590fc4050965e6d67c488729ee8ba73cc
qwen3-vl-32b-instruct,derm,32wf,NO_DIAGNOSIS,100,100,73720bd57668ee29e15043ca613ca33d921db2bfedbad3c0904a8b449c1a2f8e
qwen3-vl-32b-instruct,derm,32wm,NO_DIAGNOSIS,100,100,2f2f8637cb52cfbbce20b203ff8ef12e3f6b989dca9145af465f0d5231bb13bd
qwen3-vl-32b-instruct,derm,65bf,NO_DIAGNOSIS,100,100,8ae282df37711366703c8045f20054ad894b3c474ea21f4a2a037537fcce0608
qwen3-vl-32b-instruct,derm,65bm,NO_DIAGNOSIS,100,100,5cfa17835a4e13583f95a3ee2181211c49b002521a1252c68f74ccb6ba49f0c8
qwen3-vl-32b-instruct,derm,65rf,NO_DIAGNOSIS,100,100,f78978fa3f18c94694b52ee975771676f8eafe8330119253eef74c89ab15e318
qwen3-vl-32b-instruct,derm,65rm,NO_DIAGNOSIS,100,100,b329bbf283103693f68f6fcef11fbcfb3d3ead73fe0cf72f946e1920d097217b
qwen3-vl-32b-instruct,derm,65wf,NO_DIAGNOSIS,100,100,b725ad53201d06ff62fe59f3efb70539e76c3c9f8fcd94f76edd6906b3f4682b
qwen3-vl-32b-instruct,derm,65wm,NO_DIAGNOSIS,100,100,fd0c1a87af140babc452c08e7fa4663123106905e094b7518ff08fb1c7f4897f
qwen3-vl-32b-instruct,derm,D0,NO_DIAGNOSIS,100,100,4e2a569e080defe5f2d87424eaf71d7784ef066b77a252a129825d8dd67ac667
qwen3-vl-32b-instruct,mri,32bf,NO_DIAGNOSIS,100,100,70bcd3d3cbd7ba26fe07c1dc86648094f9d6d62f91beeb37d4d13e45677fe4d9
qwen3-vl-32b-instruct,mri,32bm,NO_DIAGNOSIS,100,100,c8a003fdb6003dcdc67e400d396ce5b9825a4e5fb88b75d0077cd77f78f23ff7
qwen3-vl-32b-instruct,mri,32rf,NO_DIAGNOSIS,100,100,e130169b217e6be919923ebd23c0243b55f70180113d9bbacf29d5b4d623f1a4
qwen3-vl-32b-instruct,mri,32rm,NO_DIAGNOSIS,100,100,63c215a14cf5422db4f5126db094ce18793ca25942f1886544e450996d124bd5
qwen3-vl-32b-instruct,mri,32wf,NO_DIAGNOSIS,100,100,c8c9234e97c03c6ca3575eda9ca88fd35080da6a77de95d82dac0a2e4261a81a
qwen3-vl-32b-instruct,mri,32wm,NO_DIAGNOSIS,100,100,7982d3177460f5f28c4cee6104ae80d3ade20ce43551cdf614b909e47bbc77c2
qwen3-vl-32b-instruct,mri,65bf,NO_DIAGNOSIS,100,100,18f9e059a9deb5a83bfe8b5ddd28548aedcdd3d8381c66d6a1b55e86ff82d854
qwen3-vl-32b-instruct,mri,65bm,NO_DIAGNOSIS,100,100,4b15e16b6a76a9236b308cdce3b4aa8323086f6c2ae601e66406941ea330fbf9
qwen3-vl-32b-instruct,mri,65rf,NO_DIAGNOSIS,100,100,af6982a6d98bae390fe65df685a07c249a30b74996eeb32313307382786c348f
qwen3-vl-32b-instruct,mri,65rm,NO_DIAGNOSIS,100,100,63a44942182cf98947665fe567882b3dfee6479491b4689fcc463301d6e7ffa4
qwen3-vl-32b-instruct,mri,65wf,NO_DIAGNOSIS,100,100,ad4080441dd3f342bee7e83596b70117da12afb272ae9401da37bc3af91231e1
qwen3-vl-32b-instruct,mri,65wm,NO_DIAGNOSIS,100,100,b9beff1610d0f460300ccfa699a88e7a69ea1a963a76c50f568c70cd74bb2d74
qwen3-vl-32b-instruct,mri,D0,NO_DIAGNOSIS,100,100,0c9408e7aad2b360e1ef68b00f8d768140016b9df2c0f3cbed31f4bec636fd53
qwen3-vl-32b-instruct,xray,32bf,NO_DIAGNOSIS,100,100,4919ca37dbd26fcf54b34328604071db1d46ff411aacc498b91f2abff9077790
qwen3-vl-32b-instruct,xray,32bm,NO_DIAGNOSIS,100,100,e4f5dcf8686904680a269afa6b7f41cc5fb83cc70b00920689332bb86bf7ce49
qwen3-vl-32b-instruct,xray,32rf,NO_DIAGNOSIS,100,100,ccac835aa24785f920ca0d2ab98132c130f989e302ccd63c0c25ae58e4c86722
qwen3-vl-32b-instruct,xray,32rm,NO_DIAGNOSIS,100,100,732131d39b9a9abf7fa32c85578cab31f66600a5d725dd622cbf647b929e10bc
qwen3-vl-32b-instruct,xray,32wf,NO_DIAGNOSIS,100,100,8766b457c195d6ac12c1af246135541d265dc9b160668dc1584e914561778cd5
qwen3-vl-32b-instruct,xray,32wm,NO_DIAGNOSIS,100,100,69d5354b6f41bb690a78823f357d28fad9f210ba8d83d334282e9bfa48049fcd
qwen3-vl-32b-instruct,xray,65bf,NO_DIAGNOSIS,100,100,1b93a7f7b47a02fb0135d9f12eeff19cc920990f044c41d61418d2064573a8f3
qwen3-vl-32b-instruct,xray,65bm,NO_DIAGNOSIS,100,100,f4827e19f2ef22f7e0276e324d10ebab1fb509debe88bdcd5a01da5ea113526a
qwen3-vl-32b-instruct,xray,65rf,NO_DIAGNOSIS,100,100,47aef0da5c681ac54a361a23c36b4b223e901ccbd3d6236bcf01669a63d4da79
qwen3-vl-32b-instruct,xray,65rm,NO_DIAGNOSIS,100,100,44f3804282b58acf80cb8608f0a2b169d12f34a473ac9e9d7c017f8670f67e69
qwen3-vl-32b-instruct,xray,65wf,NO_DIAGNOSIS,100,100,a6b353e6d8f4fb6ac00e98c5a3eacbdbd40e65979a92b14e058355c73d1d95cf
qwen3-vl-32b-instruct,xray,65wm,NO_DIAGNOSIS,100,100,e8c0f95f0686707161937a365837645883dcc754ddf59956793ef0cf45e2a4a6
qwen3-vl-32b-instruct,xray,D0,NO_DIAGNOSIS,100,100,b82368a81ee396d3ef5cf5a572538d56199625a3edaa124d5398a9a2a4730f2d
